388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,016000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,016000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,016000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,016000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,016000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,016000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,016000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,016000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,016000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,016000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,032000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,032000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,048000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,048000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,048000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,048000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,048000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,048000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,048000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,048000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,048000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,048000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,008000
385 1660174001 0,200000 -1,000000 0,200000 0,200000 0,008000
388 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
388 1660174001 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174005 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174004 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174003 0,200000 -1,000000 0,200000 0,200000 0,040000
385 1660174002 0,200000 -1,000000 0,200000 0,200000 0,040000
