337 1660161021 2494,200000 -1,000000 -101,000000 0,000000 0,000000
337 1660161022 2494,200000 -1,000000 -101,000000 0,000000 0,000000
337 1660161023 2494,200000 -1,000000 -101,000000 0,000000 0,000000
337 1660161024 2494,200000 -1,000000 -101,000000 0,000000 0,000000
337 1660161025 2494,200000 -1,000000 -101,000000 0,000000 0,000000
337 1660161026 4989,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161027 4989,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161028 4989,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161029 4989,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161030 4989,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161031 1573,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161032 1573,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161033 1573,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161034 1573,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161035 1573,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161036 7678,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161037 7678,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161038 7678,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161039 7678,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161040 7678,000000 -1,000000 -101,000000 0,000000 0,000000
337 1660161041 556,600000 -1,000000 -101,000000 0,000000 0,000000
337 1660161042 556,600000 -1,000000 -101,000000 0,000000 0,000000
337 1660161043 556,600000 -1,000000 -101,000000 0,000000 0,000000
337 1660161044 556,600000 -1,000000 -101,000000 0,000000 0,000000
337 1660161045 556,600000 -1,000000 -101,000000 0,000000 0,000000
337 1660161046 2035,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161047 2035,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161048 2035,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161049 2035,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161050 2035,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161051 3677,400000 -1,000000 -101,000000 0,000000 0,000000
337 1660161052 3677,400000 -1,000000 -101,000000 0,000000 0,000000
